SSBB,MLBAM,NL,pos,h,age,team,firstName,lastName,1B,2B,3B,SS,OF,osbAL,ocsAL,osbNL,ocsNL,BAvR,OBvR,SLvR,BAvL,OBvL,SLvL
1658,665922,658,OF,L,24,Phi,Simon,Muzziotti,,,,,2.1,,,,,4,6,15,-13,-19,-47
1659,675986,659,OF,L,24,Pit,Canaan,Smith-Njigba,,,,,2.1,,,,,4,6,16,-13,-20,-48
1660,666137,660,OF,L,24,NYN,Khalil,Lee,,,,,2.1,,,,,5,6,16,-14,-20,-51
1661,624424,661,OF,L,30,SF,Michael,Conforto,,,,,2.07,,,,,6,6,25,-17,-18,-73
1662,668723,662,OF,R,25,Pit,Ryan,Vilade,,,,,2.1,,,,,-3,-5,-9,6,12,20
1663,686217,663,OF,L,22,Mil,Sal,Frelick,,,,,2.1,,,,,4,6,16,-14,-20,-48
1664,686894,664,OF,R,24,Mil,Joey,Wiemer,,,,,2.1,,,,,-4,-6,-11,8,14,24
1665,,665,OF,R,19,Mil,Jackson,Chourio,,,,,2.1,,,,,-4,-6,-11,8,14,24
1666,675966,666,OF,L,24,Atl,Jesse,Franklin,,,,,2.1,,,,,4,6,16,-14,-20,-48
1667,682634,667,OF,R,20,ChN,Kevin,Alcantara,,,,,2.1,,,,,-4,-6,-11,8,14,24
1668,680695,668,OF,R,23,ChN,Brennen,Davis,,,,,2.1,,,,,-4,-6,-11,8,14,24
1669,683357,669,OF,L,20,ChN,Owen,Caissie,,,,,2.1,,,,,4,6,16,-14,-20,-48
1670,691718,670,OF,L,21,ChN,Pete,Crow-Armstrong,,,,,2.1,,,,,4,6,16,-14,-20,-48
1671,672744,671,OF,R,22,ChN,Alexander,Canario,,,,,2.1,,,,,-4,-6,-11,8,14,24
1672,695481,672,OF,R,20,Cin,Jay,Allen,,,,,2.1,,,,,-4,-6,-11,8,14,24
1673,681624,673,OF,R,22,LAD,Andy,Pages,,,,,2.1,,,,,-4,-6,-11,8,14,24
1674,682947,674,OF,R,22,LAD,Jose,Ramos,,,,,2.1,,,,,-4,-6,-11,8,14,24
1675,,675,OF,L,17,LAD,Josue,DePaula,,,,,2.1,,,,,4,6,16,-14,-20,-48
1676,,676,OF,R,24,LAD,Jonny,Deluca,,,,,2.1,,,,,-4,-6,-11,8,14,24
1677,682707,677,OF,L,21,Was,Jeremy,DeLaRosa,,,,,2.1,,,,,4,6,16,-14,-20,-48
1678,703143,678,OF,B,18,Was,Cristhian,Vaquero,,,,,2.1,,,,,-8,-4,-7,18,11,16
1679,690987,679,OF,L,21,Was,Robert,Hassell,,,,,2.1,,,,,4,6,16,-14,-20,-48
1680,695578,680,OF,L,20,Was,James,Wood,,,,,2.1,,,,,4,6,16,-14,-20,-48
1681,701327,681,OF,R,19,Was,Elijah(round/1/2022/MLB/draft),Green,,,,,2.1,,,,,-4,-6,-11,8,14,24
1682,691267,682,OF,R,20,NYN,Alex,Ramirez(NYN),,,,,2.1,,,,,-4,-6,-11,8,14,24
1683,,683,OF,L,20,NYN,Luis,DeLaCruz,,,,,2.1,,,,,4,6,16,-14,-20,-48
1684,665560,684,OF,R,24,Phi,Jhailyn,Ortiz,,,,,2.1,,,,,-4,-6,-11,8,14,24
1685,679032,685,OF,R,22,Phi,Johan,Rojas,,,,,2.1,,,,,-4,-6,-11,8,14,24
1686,681159,686,OF,L,23,Phi,Ethan,Wilson,,,,,2.1,,,,,4,6,16,-14,-20,-48
1687,,687,OF,L,19,Phi,Jordan,Viars,,,,,2.1,,,,,4,6,16,-14,-20,-48
1688,702222,688,OF,L,19,Phi,Justin(round/1/2022/MLB/draft),Crawford,,,,,2.1,,,,,4,6,16,-14,-20,-48
1689,,689,OF,L,22,Phi,Gabriel(round/3/2022/MLB/draft),Rincones,,,,,2.1,,,,,4,6,16,-14,-20,-48
1690,696145,690,OF,R,20,Pit,Lonnie,White,,,,,2.1,,,,,-4,-6,-11,8,14,24
1691,695491,691,OF,R,19,StL,Joshua,Baez,,,,,2.1,,,,,-4,-6,-11,8,14,24
1692,,692,OF,R,24,StL,Moises,Gomez,,,,,2.1,,,,,-4,-6,-11,8,14,24
1693,687084,693,OF,R,22,SD,Joshua,Mears,,,,,2.1,,,,,-4,-6,-11,8,14,24
1694,,694,OF,L,18,SD,Samuel,Zavala,,,,,2.1,,,,,4,6,16,-14,-20,-48
1695,682641,695,OF,R,21,SF,Luis,Matos,,,,,2.1,,,,,-4,-6,-11,8,14,24
1696,682646,696,OF,L,22,SF,Jairo,Pomares,,,,,2.1,,,,,4,6,16,-14,-20,-48
1697,,697,OF,R,25,SF,Vaun,Brown,,,,,2.1,,,,,-4,-6,-11,8,14,24
1698,,698,OF,L,22,SF,Grant,McCray,,,,,2.1,,,,,4,6,16,-14,-20,-48
1699,691728,699,OF,L,21,Col,Zac,Veen,,,,,2.1,,,,,4,6,16,-14,-20,-48
1700,686668,700,OF,R,24,Col,Brenton,Doyle,,,,,2.1,,,,,-4,-6,-11,8,14,24
1701,695603,701,OF,R,20,Col,Benny,Montgomery,,,,,2.1,,,,,-4,-6,-11,8,14,24
1702,,702,OF,L,21,Col,Sterlin(round/1A/2022/MLB/draft),Thompson,,,,,2.1,,,,,4,6,16,-14,-20,-48
1703,,703,OF,R,21,Col,Jordan(round/1C/2022/MLB/draft),Beck,,,,,2.1,,,,,-4,-6,-11,8,14,24
1704,,704,OF,L,20,Col,Yanquiel,Fernandez,,,,,2.1,,,,,4,6,16,-14,-20,-48
1705,683748,705,OF,B,21,Mia,JuniorVictor,Mesa,,,,,2.1,,,,,-8,-4,-7,18,11,16
1706,,706,OF,R,17,Mia,Jose,Gerardo,,,,,2.1,,,,,-4,-6,-11,8,14,24
1707,,707,OF,L,24,Ari,Dominic,Fletcher,,,,,2.1,,,,,4,6,16,-14,-20,-48
1708,702258,708,OF,R,19,Ari,Druw(round/1/2022/MLB/draft),Jones,,,,,2.1,,,,,-4,-6,-11,8,14,24
1709,,709,OF,B,22,Ari,Jorge,Barrosa,,,,,2.1,,,,,-8,-4,-7,18,11,16
1710,502110,710,DH,R,35,LAD,J.D.,Martinez,,,,,,,,,,-5,-8,-13,11,18,31
1711,443558,711,DH,R,42,SD,Nelson,Cruz,,,,,,,,,,-9,-10,-15,19,22,33
1712,596129,712,DH,L,30,NYN,Daniel,Vogelbach,,,,,,,,,,10,13,28,-34,-49,-96
1713,547180,713,DH,L,30,Phi,Bryce(out/until/July?),Harper,,,,,,,,,,9,7,33,-23,-19,-87
1714,621111,714,P,R,28,LAD,Walker(out/2023),Buehler,,,,,,,,,,,,,,,
1715,661269,715,P,R,27,Cin,Vladimir(out/until/8-23?),Gutierrez,,,,,,,,,,,,,,,
1716,676974,716,P,R,24,Mia,Max(out/until/8-23?),Meyer,,,,,,,,,,,,,,,
1717,592426,717,SR,R,31,SF,Luke(out/until/6-23?),Jackson,,,,,,,,,,,,,,,
1719,682990,719,P,R,22,Pit,Quinn,Priester,,,,,,,,,,,,,,,
1720,608648,720,SR,R,32,ChN,Tyler,Duffey,,,,,,,,,,,,,,,
1721,693310,721,P,L,24,ChN,Burl,Carraway,,,,,,,,,,,,,,,
1722,677565,722,OF,R,22,Ari,Kristian,Robinson,,,,,2.1,,,,,-4,-6,-11,8,14,24
1723,664337,723,P,R,24,SF,Miguel,Yajure,,,,,,,,,,,,,,,
1724,,724,P,R,24,LAD,Nick,Frasso,,,,,,,,,,,,,,,
1725,663911,725,OF,L,26,Cin,Nick,Plummer,,,,,2.07,,,,,6,7,19,-17,-22,-57
1727,695534,727,P,R,19,Cin,Chase,Petty,,,,,,,,,,,,,,,
